year	doy	hour	Tair	Tsoil	RH	VPD	Rain	WS	PAR
2022	274	21	12.11	10.205	82.65	98.0	0.0	0.378	0.0
2022	274	22	10.725	10.2	88.25	98.05	0.0	0.3065	0.0
2022	274	23	9.795	10.195	93.1	98.1	0.0	0.477	0.0
2022	275	0	9.465	10.195	94.2	98.1	0.0	0.483	0.0
2022	275	1	9.375	10.205	95.3	98.1	0.0	0.34299999999999997	0.0
2022	275	2	9.434999999999999	10.225000000000001	95.7	98.15	0.0	0.47	0.0
2022	275	3	9.36	10.23	96.6	98.1	0.0	0.5555	0.0
2022	275	4	9.275	10.245000000000001	97.85	98.15	0.0	0.526	0.0
2022	275	5	8.975000000000001	10.254999999999999	98.25	98.1	0.0	0.54	0.0
2022	275	6	8.895	10.265	98.9	98.15	0.0	0.48	0.0
2022	275	7	8.92	10.274999999999999	99.0	98.15	0.0	0.5235000000000001	0.0
2022	275	8	9.175	10.28	99.6	98.2	1.7999999999999998	0.3595	22.219
2022	275	9	9.445	10.3	99.9	98.2	1.2	0.34450000000000003	84.95
2022	275	10	9.844999999999999	10.315000000000001	99.9	98.2	10.2	0.39949999999999997	128.75
2022	275	11	11.155000000000001	10.34	99.9	98.2	0.0	0.5700000000000001	269.7
2022	275	12	13.325	10.379999999999999	92.95	98.1	0.0	0.5900000000000001	523.05
2022	275	13	15.16	10.42	79.08	98.1	1.2	0.5765	489.3
2022	275	14	16.884999999999998	10.455	70.28	98.0	0.0	0.6785	637.65
2022	275	15	18.54	10.475000000000001	62.379999999999995	98.0	0.0	0.667	722.45
2022	275	16	17.825000000000003	10.48	68.13	97.9	0.0	0.4635	266.0
2022	275	17	17.12	10.485	71.91	97.9	0.0	0.495	89.2
2022	275	18	16.125	10.475000000000001	71.45500000000001	97.85	0.0	0.384	80.18
2022	275	19	15.09	10.47	76.505	97.8	0.0	0.3785	0.0
2022	275	20	13.989999999999998	10.455	83.19999999999999	97.8	0.0	0.2955	0.0
2022	275	21	13.75	10.45	89.1	97.85	0.0	0.5535	0.0
2022	275	22	13.83	10.465	89.8	97.75	0.0	0.46799999999999997	0.0
2022	275	23	13.435	10.47	91.4	97.8	0.0	0.455	0.0
2022	276	0	13.030000000000001	10.475000000000001	92.65	97.7	0.0	0.553	0.0
2022	276	1	12.55	10.48	96.0	97.7	0.0	0.4745	0.0
2022	276	2	12.105	10.48	97.19999999999999	97.8	0.0	0.433	0.0
2022	276	3	11.9	10.48	98.35	97.7	0.0	0.39	0.0
2022	276	4	11.955	10.49	98.6	97.7	0.0	0.365	0.0
2022	276	5	11.79	10.49	99.6	97.65	0.0	0.3265	0.0
2022	276	6	11.23	10.49	99.65	97.6	0.0	0.35350000000000004	0.0
2022	276	7	10.44	10.48	99.9	97.6	0.0	0.333	0.119
2022	276	8	11.45	10.485	99.1	97.6	0.0	0.434	94.7
2022	276	9	14.225000000000001	10.52	82.195	97.55	0.0	0.6425000000000001	245.15
2022	276	10	15.46	10.56	73.47	97.6	0.0	0.56	374.25
2022	276	11	17.755	10.615	63.239999999999995	97.55	0.0	0.6359999999999999	544.0
2022	276	12	17.96	10.64	64.25	97.5	0.0	0.5429999999999999	416.35
2022	276	13	20.235	10.675	54.91	97.45	0.0	0.6755	861.3
2022	276	14	21.05	10.72	50.989999999999995	97.45	0.0	0.6335	726.0
2022	276	15	21.485	10.725000000000001	51.495000000000005	97.4	0.0	0.567	623.5
2022	276	16	20.884999999999998	10.74	58.334999999999994	97.4	0.0	0.371	319.45
2022	276	17	20.045	10.74	63.349999999999994	97.35	0.0	0.42900000000000005	200.3
2022	276	18	18.185000000000002	10.735	74.79	97.4	3.0	0.1905	95.65
2022	276	19	15.375	10.72	88.2	97.4	0.0	0.1295	2.727
2022	276	20	14.23	10.7	94.55	97.4	0.0	0.098	0.0
2022	276	21	13.68	10.7	97.3	97.4	0.0	0.0975	0.0
2022	276	22	13.274999999999999	10.69	99.1	97.45	0.0	0.08499999999999999	0.0
2022	276	23	13.04	10.695	99.9	97.45	0.0	0.0885	0.0
2022	277	0	12.940000000000001	10.7	99.9	97.4	0.0	0.099	0.0
2022	277	1	12.785	10.71	99.9	97.45	0.0	0.128	0.0
2022	277	2	12.275	10.71	99.95	97.45	0.0	0.10600000000000001	0.0
2022	277	3	11.850000000000001	10.715	99.9	97.4	0.0	0.123	0.0
2022	277	4	11.705	10.72	99.9	97.3	0.0	0.1835	0.0
2022	277	5	11.99	10.72	99.9	97.25	0.0	0.311	0.0
2022	277	6	11.844999999999999	10.73	99.85	97.3	0.0	0.2575	0.0
2022	277	7	11.54	10.74	99.9	97.2	0.0	0.20750000000000002	0.0
2022	277	8	12.205	10.745000000000001	99.4	97.25	0.0	0.29900000000000004	54.39
2022	277	9	13.594999999999999	10.77	90.5	97.2	0.0	0.33	174.1
2022	277	10	14.79	10.805	82.3	97.2	0.0	0.3805	184.75
2022	277	11	16.11	10.835	76.755	97.2	0.0	0.36550000000000005	290.55
2022	277	12	16.655	10.86	77.89500000000001	97.2	0.0	0.259	213.6
2022	277	13	17.494999999999997	10.89	74.58	97.1	0.0	0.35	242.05
2022	277	14	18.16	10.905000000000001	73.93	97.1	0.0	0.34450000000000003	324.6
2022	277	15	19.615000000000002	10.94	64.815	97.0	37.8	0.6465000000000001	436.45000000000005
2022	277	16	19.685000000000002	10.96	63.955	97.0	0.0	0.502	254.5
2022	277	17	19.29	10.97	66.68	97.0	0.0	0.45899999999999996	230.95
2022	277	18	17.990000000000002	10.97	78.42500000000001	97.0	0.0	0.21650000000000003	70.65
2022	277	19	15.809999999999999	10.965	92.3	97.05	0.0	0.10200000000000001	0.0
2022	277	20	14.275	10.95	99.55000000000001	97.0	0.0	0.101	0.0
2022	277	21	13.625	10.945	99.9	97.0	0.0	0.12	0.0
2022	277	22	12.899999999999999	10.934999999999999	99.9	97.0	0.0	0.129	0.0
2022	277	23	12.575	10.93	99.9	97.0	0.0	0.11349999999999999	0.0
2022	278	0	11.325	10.93	99.95	96.95	0.0	0.0775	0.0
2022	278	1	10.26	10.91	99.9	96.95	0.0	0.0905	0.0
2022	278	2	11.23	10.915	99.9	96.9	0.0	0.1315	0.0
2022	278	3	10.33	10.915	99.9	96.9	0.0	0.11599999999999999	0.0
2022	278	4	10.49	10.92	99.9	96.9	0.0	0.1085	0.0
2022	278	5	11.52	10.93	99.9	96.9	0.0	0.1245	0.0
2022	278	6	10.75	10.94	99.9	96.85	0.0	0.1085	0.0
2022	278	7	10.735	10.94	99.9	96.85	0.0	0.1095	0.0
2022	278	8	11.45	10.95	99.9	96.9	0.0	0.11399999999999999	47.975
2022	278	9	13.1	10.97	99.9	96.85	0.0	0.20600000000000002	172.5
2022	278	10	15.335	11.02	99.85	96.9	0.0	0.36050000000000004	359.3
2022	278	11	18.285	11.08	80.13499999999999	96.9	0.0	0.6515	772.6
2022	278	12	19.854999999999997	11.135000000000002	66.08500000000001	96.9	0.0	0.726	781.95
2022	278	13	21.015	11.17	58.485	96.9	0.0	0.706	858.25
2022	278	14	22.22	11.17	48.93	96.85	0.0	0.651	972.0
2022	278	15	22.195	11.165	42.735	96.8	0.0	0.794	745.1
2022	278	16	21.895	11.17	45.09	96.8	0.0	0.6245	569.2
2022	278	17	20.53	11.155000000000001	53.255	96.8	0.0	0.5355	230.0
2022	278	18	18.005000000000003	11.15	71.235	96.8	0.0	0.1965	83.75
2022	278	19	15.105	11.14	87.0	96.8	0.0	0.1765	3.437
2022	278	20	15.32	11.125	85.25	96.8	0.0	0.334	0.0
2022	278	21	14.485	11.13	93.55	96.9	0.0	0.661	0.0
2022	278	22	13.655000000000001	11.13	83.65	96.95	0.0	0.7665	0.0
2022	278	23	12.030000000000001	11.114999999999998	77.465	97.1	0.0	0.5529999999999999	0.0
2022	279	0	10.16	11.094999999999999	83.5	97.1	0.0	0.4295	0.0
2022	279	1	9.205	11.075	91.55	97.2	0.0	0.478	0.0
2022	279	2	9.184999999999999	11.06	91.1	97.2	0.0	0.548	0.0
2022	279	3	9.575	11.07	86.80000000000001	97.2	0.0	0.8380000000000001	0.0
2022	279	4	7.5009999999999994	11.07	90.0	97.35	0.0	0.9035	0.0
2022	279	5	5.4895	11.06	88.2	97.55	0.0	1.0385	0.0
2022	279	6	4.1080000000000005	11.035	76.89	97.6	0.0	0.997	0.0
2022	279	7	2.988	11.01	81.05000000000001	97.7	0.0	1.0575	0.0
2022	279	8	2.93	11.01	81.55000000000001	97.8	0.0	1.032	64.44
2022	279	9	3.1470000000000002	11.01	78.325	97.9	0.0	1.0825	166.95
2022	279	10	3.4405	11.015	80.30000000000001	98.0	0.0	1.0815000000000001	329.85
2022	279	11	4.054	11.04	83.9	98.1	0.0	1.1125	489.65
2022	279	12	5.1495	11.075	80.25999999999999	98.1	0.0	1.036	624.55
2022	279	13	5.989	11.094999999999999	74.38499999999999	98.15	0.0	1.2285	683.75
